,Title,Location,reviewees,reviewers,reviews,ratings
6473,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Linda & Richard,beautiful  peaceful stay country side  absolutely loved stay cute little round house surrounded horses  dogs birds  beds comfortable sheets divine  would happily come back ,5
6474,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Kristen,wonderful place stay short visit cotswolds ideal scenery  accommodation 10 min drive many wonderful small villages wonderful dining options suggested dolly ,5
6475,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Richard,comfortable quiet place  perfect stop hiking trip ,5
6476,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Luke,fantastic place stay trip cotswolds  acting good base explore lovely scenery around  room good size amenities great  would definitely stay garden refuge next trip cotswolds ,5
6477,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Sophie,wonderful little place  beautiful decor  unique surroundings lovely  great location ,5
6478,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Charlotte,fabulous little place  rural  wifi added nice space mobile phone tv distractions  perfect   ,5
6479,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Adam,great little building set lovely farmyard  friendly host eager help  importantly lots friendly animal pals keep entertained stay ,5
6480,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Kulsum,lovely little gem beautiful cotswold  incredibly placed local sightseeing  boys also absolutely fell love dog ,5
6481,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Liam,fantastic spot  dolly super helpful,5
6482,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Jenny,gem place stay  well equipped beautiful surroundings  perfect weekend away  hope go back soon ,5
6483,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Elizabeth,fantastic nights sleep beautiful location  thankyou ,5
6484,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Rosemary,lovely little spot countryside  ideal weekend base exploring cotswolds  space ideal nature loving couple friend sibling tow   wifi   g pretty good  similarly minimal kitchenette  enough cuppa cereal toast  planning spending long days beautiful cotswolds  making use local pub naunton generous portions  short walk hill   go far wrong   instructions clear found parking space without problems  everything set ready us  need anything else   dogs lovely friendly  spaniel spoiled rotten us  sorry ,5
6485,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Barry,dolly place really special  located heart countryside real gem  location perfect visiting nearby picture postcard villages  try smiths burger restaurantin bourton  must    keen walker want escape hustle bustle place  waking coffee hand  watching birds  bed  want place well equipped everything need  comfy bed welcomes day exploring  wet room perfect  nice hot shower cozy towels  indeed back longer one night  total dream  thank dolly ,5
6486,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Hannah,great air b b good location ,5
6487,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Alexander,beautiful little hut  lots friendly dogs birds  absolutely perfect,5
6488,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Harley,environment beautiful  cabin cozy  fully equipped  see stars moon  four lovely dogs yard  show way  warm ,5
6489,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Josh,lovely  quite  interesting place stay ,5
6490,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Susie,lovely small accommodation everything need  great attention details hostess  perfect base ,5
6491,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Katie,charming stay  everything perfect  thank dolly ,5
6492,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Edward,fantastic stay dolly place  location ideal everything comfortable homely  guinea fowl lovely surprise  thoroughly recommend ,5
6493,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Ben,absolutely stunning location picturesque views  ideally situated exploring cotswolds e g  bourton water sudeley castle  cosy romantic  extremely helpful responsive host ,5
6494,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Brittany,stayed weekend wonderful time  location impeccable want escape hustle bustle connect nature  would definitely take dolly advice arrive day struggle little bit locate  accommodation clean  tidy  entities provided bed super comfy  dolly also sent us recommendations places dine confirm loveliest food loveliest staff  thoroughly enjoyed every second getaway cannot wait visit cotswolds  thank,5
6495,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Joseph,lovely stay  amazing surroundings great location  wait go back,5
6496,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Jane,lovely unique property lovely area close burton water  comfortable clean ,4
6497,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Ahmed,lovely experience,5
6498,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Tegan,amazing place  absolutely beautiful dogs friendly   loved ,5
6499,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Oliver,lovely quiet corner friendly dogs picturesque pond  ,5
6500,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Marco,excellent place countryside  remarkable cleanliness  admit place spotlessly clean    easy check  location magnificent dogs super friendly ,5
6501,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Chiara,dolly hut beautiful escape bustle city  room clean tidy exactly like pictured  inaccuracy fridge room stated ad  around corner hut  arrived also noise ground work  however dolly considerate us stopped within hour   great experience really good communication host ,5
6502,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Steven,dolly farmhouse accommodation right round corner bourton water made trip bourton much better  accommodation clean  well facilitated would highly recommend   dogs  incl guinea fowl  lovely welcome  thoroughly enjoyed stay  hesitate come back ,5
6503,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Hester,beautiful little getaway cotswolds  quite basic bed bathroom really beautiful little retreat ,5
6504,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Emily,absolutely loved stay dolly  accommodation beautiful dolly knowledge area helpful  wonderful stay would love come visit ,5
6505,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Rosie,lovely countryside break ,5
6506,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Chloe,lovely stay  house everything need short break ,5
6507,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Belen,cute little cabin nice stay ,5
6508,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Dani,absolutely outstanding place  lovely get away even though night  came sunset place looked absolutely gorgeous  got greeted dolly dogs friendly  place lovely clean especially warm perfect quite cold moment  recommend enough ,5
6509,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Manish,amazing place chill couple days   dolly  host  welcoming extremely accommodating  let us know hand reach place post code take cottage cool feels like unconnected high tech life hence enjoy company lot     cottage looks beautiful privileged   nights  warm clean   barbecue also set bonfire wish   morning wake ups looks relaxing birds chirps early ,5
6510,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Alexis,really lovely property thoughtfully curated   space cozy lots attention detail  dolly kind left us granola milk breakfast  well tea  bathroom gorgeous well  definitely warm enough cozy duvet radiator  aware harder get around area without car  still go lovely walks explore areas near airbnb  highly recommend ,5
6511,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Aiden,cute little hut  great find  place easy locate exceeded expectations  clean  comfortable hut turned warm cosy  definitely recommend   ,5
6512,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Harpreet,dolly summerhouse honestly picturesque  breathtaking views animals friendly  dolly also helpful despite hands perfect weekend break anyone seeking escape hustle bustle city  enjoy x,5
6513,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,연주,let know get house easily  could comfortable trip  house beautiful peaceful  greatest experience ever done ,5
6514,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Lawrence,little gem middle nowhere  perfectly clean accurate advert  comfy bed really cosy  drawback lack wifi well poor signal ,5
6515,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Terry,wonderful track lodge  away hussle bussle  close small villages amazing pubs  great host  comfy bed would recomend stay  ,5
6516,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Eric,amazing tiny house great recommendations local businesses  would recommend anyone looking quiet relaxing stay ,5
6517,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Michael,lovely space lovely part world ,5
6518,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Holly,would stay heart beat  wonderful stay  asked nicer place  lovely set warm welcome dogs guinea fowl   perfect getaway busy lives needed  close bourton water would definitely recommend visit  lovely walks everywhere   house clean really cosy  dolly provided tea coffee milk granola  little fridge barn perfect pop bits bring anything  definitely recommend place enough  would shame miss  much character charm x,5
6519,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Anne-Camille,really charming place  real pleasure sleep quiet place dolly  struggled find dark  dolly reactive help us  definitely recommend place nice night cotswolds ,5
6520,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Jack,thank ,5
6521,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Shania,beautiful house beautiful location  perfect peaceful get away  cotswolds villages nearby  definitely recommend,5
6522,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Jay,breath taking away place  small house wide opened space   hidden gems indeed   thx,5
6523,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Daria,great communication dolly place beautiful,5
6524,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Miranda,perfect location  ideal botw stow  really comfy accommodation beautiful peaceful setting  dolly helpful accommodating would highly recommend ,5
6525,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Dhishanth,loved every moment place  remote eco stay three lovely dogs friendly  doug spaniel hard get stay  beautifully designed maintained getaway spot ,5
6526,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Ian,fantastic retreat daily life perfect relaxing exploring cotswold  charming bnb great facilities   everything would need  highly recommended extremely  clean  homely attention detail wonderful service  thank,5
6527,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Jez,great spot  really cute   super places eat near   lots country walks wish taken bike   would definitely recommend ,5
6528,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Lauren,friend stayed one night loved  perfect little hideaway around walk winchcombe evening pub  followed peaceful morning another stroll making way back london via villages antiques  refuge spacious  clean thoughtful touches breakfast granola  toiletries  etc  also   beautiful sunrise views ,5
6529,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Penny,lovely place stay,5
6530,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Adam,dolly kind generous host created beautiful little house immerse countryside  dogs incredibly friendly  absolutely stay next time area ,5
6531,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Gemma,stayed two friends hut lovely  looks like photos  really clean dolly left nice touches like milk cereal  well giving lots local recommendations really helpful   thing mention stayed saturday night next field along tipis hosting wedding event music playing full volume   given hut wooden loud kept us awake  sure one ongoing event space thought worth mentioning   aside  accommodation idyllic ,4
6532,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Jacob,place nice area idea quiet weekend away  toilet work shower amazing,3
6533,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Alessandro,enjoyed lovely weekend  great time dogs  missed entrance initially peggy terrier showed us way  radiator  tiny house heated quickly cosy  made use electric car charging great plus us  suggestion improvement would wifi ,5
6534,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Sam,lovely stay beautiful setting,5
6535,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Ryan,loved  food breakfast recommends great ,5
6536,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,James,accommodation perfect quiet getaway  dolly nicest host helpful  definitely staying ,5
6537,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Dahlia,great little place  full character  everything need little stay  beds super comfy  bathroom great  lovely added touches like cereal  milk  coffee tea greatly appreciated ,5
6538,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Michael,perfect little getaway country side idyllic,5
6539,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Lauren,fabulous place stay,4
6540,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Lauren,lovely little house nice location,4
6541,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Alex,great stay perfect communication ,5
6542,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Emma,fantastic rural getaway   perfect quiet stay away  lots beautiful towns nearby lovely cafes  everything need one place   would recommend anyone,5
6543,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Elise,really unique stay  lot attention detail every corner  place peaceful beautiful  really nice time  clear night get really good stargazing bench outside hut   bed really comfortable  bathroom great  nearby food drink recommendations really good  essentials hut cup tea light breakfast ,5
6544,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Cary,would highly recommend quiet getaway  dolly extremely welcoming helpful suggestions things  accommodation great garden area shower room big bonus ,5
6545,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Dayna,great location  easy check check  clean lovely accommodation ,5
6546,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Amran,almost want recommend place often available  perfect getaway stay  lucky enough catch last day summer  amazing location  clean tidy  friendly host  definitely return ,5
6547,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Guy,lovely small space unique stay,4
6548,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Rosie,beautiful property comfortable sleep  tiny house clean perfect one night stop   however would happily spend days  lots friendly animals beautiful morning sat outside cup coffee   tips future guests  take eye mask sensitive light want woken dawn  book taxis advance car  attended wedding pre booked one naunton struggled get back next day  however lovely lunch blackhorse inn less mile road waited couple hours lift arrive ,5
6549,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Nasrin,beautiful location ,5
6550,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Dipti,great break away countryside  sweet accommodation friendly dogs   ,5
6551,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Megan,garden refuge absolutely lovely great stay  really peaceful quiet dolly easy get touch  really enjoyed stay ,5
6552,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Sara,little gem  stayed one night  wish longer   hubby  0th  absolutely loved  tranquil  middle country  friendly dogs keep company  like dogs love   extremely clean tidy  everything need  host dolly responsive super helpful regard recommendations local places eat  drink things  would highly recommend would love come back ,5
6553,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Jorja,lovely stay  dolly recommended great pubs also lot nice things near  place stunning two amazing getaway relax   ,5
6554,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Tim,really lovely place  location great quiet bucolic  room en suite everything need  comfortable  also welcoming committee consisting   dogs guinea fowl  friendly ,5
6555,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Gemma,amazing place  definitely returning,5
6556,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Ellie,lovely place  tidy clean  homely great base couple small family beautiful part cotswolds ,5
6557,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Rose,lovely relaxing comfortable stay  enjoyed sitting peace garden one dogs company  friendly gentle dogs    accommodation cooking facilities well equipped toaster  microwave  kettle dishes needed breakfast  would recommend hollow bottom guiting power dinner  excellent gastro pub  min drive away  comfortable sleeping arrangements nice bathroom  would recommend stay ,5
6558,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Bernadette,great trip family  10 year old loved little bunk style bed quirky grounds  like mentioned dogs super friendly welcomed us funny   small  built purpose beautiful    fantastic stay  thank dolly  ,5
6559,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Philip,absolutely lovely place stay nice relaxing  dolly easy get ahold  area love stay ,5
6560,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Hannah,lovely  relaxing place stay picturesque area cotswolds  located quiet  rural area car travel towns villages useful  nice pub within walking distance   amenities needed  clean plenty space two us  dolly family always ready help communication quick easy ,4
6561,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Rebecca,returned stay already planning return  beautiful surroundings house  everything wished,5
6562,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,E,great place  nice host ,5
6563,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Umbar,lovely little place stay perfect base exploring cotswolds   really comfy  small  well formed    would recommend ,5
6564,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Milly,clean  lovely views  accurate description  next door owners property  luckily absolutely love dogs owners bull terrier came air bnb  problem us like dogs would recommend  also asked owner could leave note balloon arrival boyfriends birthday done  otherwise lovely stay  unique air bnb x,4
6565,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Danielle,would highly recommend dolly place  location perfect exploring cotswolds hut peaceful comfortable  definitely back ,5
6566,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Kate,perfect secluded little place quiet romantic getaway   little house perfect everyway quality detailed touches everything needed   dolly real super host providing us plenty information surrounding area three dogs friendly  could taken home us    really gorgeous stay gorgeous little place  thank dolly  back ,5
6567,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Michael,lovely  secluded space  great couple looking short getaway ,5
6568,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Gemma,perfect one two nights away  got slightly lost arrived dolly quickly helped us directions  something bear wifi patchy phone signal  big issue us ,4
6569,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Manon,spent night dolly  plenty room three adults  check seamless   easy find dogs really make homely  would recommend stay anyone ,5
6570,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Sabrina,great location  great host treat  hut    fault hope back sometime soon ,5
6571,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Tasha,lovely place  ideal location  really enjoyed stay ,5
6572,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Emma,lovely little place  dogs welcoming     ,4
6573,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Louis,asked  perfect location  perfect accommodation owners dogs made break even better  escaping city air far last   years  going go  ideal getaway escape usual work life ,5
6574,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Leila,beautifully located  house cute surrounded garden lots nature  dogs extremely friendly run  definitely bonus live dogs  fearful    dolly provided great recommendations nearby restaurants pubs  lovely stay night ,4
6575,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Andrew,great snug private cabin beautiful location ,5
6576,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Ian,fantastic location totally relaxing peaceful break  hottest day year cool shade trees  dolly perfect host  peggy doug friendly dogs also checked us   thoroughly recommend stay garden retreat ,5
6577,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Heidi,whimsical magical stay  surrounded lovely gentle animals  perfect ,5
6578,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Laura,lovely little place stay  great location  nice peaceful lots wildlife enjoy  great friends dogs douglas peggy within minutes ,5
6579,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Victoria,thank much  memorable trip brilliant hosting ,5
6580,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Melanie,another lovely stay  would recommend,4
6581,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Niki,garden refuge really cute right amount space couple nights stay  nice large comfy bed beautiful outlook meadowy garden countryside beyond  decent smart clean bathroom good shower  peaceful getaway ,5
6582,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Sarah,lovely little retreat   greeted super cute dogs several occasions  place everything need peaceful sit outside take nature   thing would recommend bring eye mask sleeping gets bright  onwards time year  bed super comfortable though   also drove bourton water    10 mins away  lovely little afternoon ,5
6583,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Anjanee,really enjoyed stay garden refuge  friend come last minute dolly kindly accommodated stay  dogs super friendly  miscellaneous fowls horses property  bijou place perfect quiet get away  strongly recommend local pubs eateries dolly recommended  refuge perfect two people bed super comfy  bathroom lovely really appreciated granola teas coffees  hopefully back soon ,5
6584,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Jacob,   ,5
6585,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Jacob,relaxing place  definitely go back  ,5
6586,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Natan,amazing place  highly recommend,5
6587,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Steve,treat wife birthday looking forward stay  communication dolly perfect night due arrive informed party partner music might disturb us  night arrived  felt short notice cancel plans  arrival checked left voicemail dolly phone never received response  stained duvet cover notice took throw bed worn bottom sheet  greeted barking dogs albeit lovely friendly nervous aware  good bits  garden refuge advertised picturesque relaxing  sitting next pond views cotswolds amazing  leave early unexpectedly  dolly understanding generous unforseen circumstances ,4
6588,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Lola,thank  dolly  lovely two night stay  think two three nights perfect  relax garden also time explore nearby villages  walked way hollow bottom guiting power   lush  0 min walk sounds long views completely worth  cute clean take shower feel like bali tropical place  bed comfy nice fresh tea granola morning  loved  definitely recommend  would come  lola xx,5
6589,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Hannah,beautiful place beautiful setting  five stars  well deserved  friendly dogs great facilities  would highly recommend ,5
6590,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Kirsty,dovecote divine   secluded hideaway  feel  despite grounds working farm  prepared super friendly dogs chatty guinea fowl  really dinky  take bags bags stuff  perfect location exploring cotswolds  loved stay ,5
6591,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Mansoor,great stay ,5
6592,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Jessica,beautiful accommodation stunning relaxing surroundings  equipped  comfortable great  hidden  bathroom ,5
6593,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Lisa,lovely little getaway weather glorious  dolly mom met us perfect hosts  dolly dogs friendly well behaved loved night grandson thankyou x,5
6594,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Natasha,thoroughly enjoyed stay  much   year old daughter requested return    great location peace quiet close local amenities   made feel  welcome ,5
6595,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Karen,beautiful setting  relaxing surrounded nature    tiny house cute clever  everything creatively included small space  tea  coffee  milk  shower gel useful items provided  blissfully comfy bed  nice pillows  towels bedding  lovely restful place  loved sitting outside furniture provided taking rural scenery  1  year old enjoyed dogs came see us trouble climbing ladder slept well  gorgeous,5
6596,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Dan,fantastic place stay  fantastic host   thoroughly recommend    ,5
6597,Garden refuge in style," Tiny houses for Rent in Naunton, Cheltenham, Gloucestershire, United Kingdom ",Dolly,Joanna,beautiful little getaway  perfect romantic weekend  well equipped  lots plug sockets   asked warmer welcome dogs ,5
